,Country Code,Category,Name,Avg Price,Currency,Nb of Offers,Rank,Rating,Reviews,Description,scrape_link,date_scraped,Produsenter,Bildestørrelse,Oppløsning,Skjermteknologi,HDR,Smart TV,Lanseringsår,Pris/tommer,Produktnavn,Kategori,"TV-mottaker, digital",Doble mottakere,Støtte for CI/CA-modul,CI+,Type av digitale mottakere,"Analog 3,5mm-inngang",Digital optisk ut (S/PDIF),HDMI,Antall HDMI-innganger,HDCP-versjon,HDMI-versjon,Standarder som støttes,Hodetelefonutgang,Komponent inn (YPbPr/YCbCr),Kompositt inn,USB-kontakt,Innspillingsfunksjon via USB (PVR),USB 2.0,USB 3.1 Gen 1 (5Gbps),USB-kontakt (totalt),VGA inn,Øvrige tilkoblinger,Bevegelsesforbedring (frekvens/indeks),Metode,Bildeforhold,Bildefrekvens,Bildestørrelse (cm),Bildstorlek,Lysstyrke,Oppdateringsfrekvens,Skjermtype,Støttede videoformater,Bildefiler som støttes,Lydfiler som støttes,Lydformat,Videofiler som støttes,Design panel,Tilgjengelige farger,Dybde uten stativ,"Høyde, uten stativ",Mål (BxHxD),Bredde,Dybde,Høyde,Produktvekt,Vekt uten stativ,Funksjoner,Internettjenester/apper som støttes,Operativsystem,Ethernet-tilkobling,Trådløst nettverk (Wi-Fi),Trådløs nettverksstandard (IEEE 802.11),3D-støtte (3D-Ready),DLNA,Full HD (HD ready 1080p),4K120,Ultra HD-sertifisert (UHD/4K),Type av HDR,Streaming-standard,VESA-feste,Type VESA-feste,Integrerte høyttalere,Prosessorhastighet,Energiforbruk i HDR-modus (per 1000 t),Energiforbruk i SDR-modus (per 1000 t),Energiklasse (A-G),Energiklasse (HDR),Strømforbruk operativ (min-maks),Strømforbruk standby/hvilemodus,Tilkobling for 9V/12V/14V,Bakgrunnsbelysning,Diodeplassering,Teknologier,Paneltype,Brilleteknologi,Medfølgende briller
839,NO,TV,"Sony Bravia FWD-83A90J 83"" 4K Ultra HD (3840x2160) OLED Smart TV",72000.43,NOK,7.0,Rangering 987,,(1),"Den billigste prisen for Sony Bravia FWD-83A90J 83"" 4K Ultra HD (3840x2160) OLED Smart TV akkurat nå er 63 657 ,-.   Prisjakt sammenligner priser og tilbud fra 7 butikker. ",https://www.prisjakt.no/product.php?p=5805568,23/08/2022 09:42:18,Sony,83 Tommer,4K Ultra HD (3840x2160),OLED,Ja,Ja,,766.95 kr/tomme,"Sony Bravia FWD-83A90J 83"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,,,,,,,,Ja,4 stk,,,,,,,Ja,,,,,,,,,,,,83 Tommer,,120 Hz,,2160p (4K Ultra HD),,,,,,Sort,,,,,,,,,,SVT Play,Android,,Ja,,,,Ja,,Ja,,,Ja,,,,,,,,,,Nei,,,,,,
840,NO,TV,"Sony Bravia FWD-65A8GT 65"" 4K Ultra HD (3840x2160) OLED Smart TV",34879.00,NOK,1.0,Rangering 988,,(1),"Den billigste prisen for Sony Bravia FWD-65A8GT 65"" 4K Ultra HD (3840x2160) OLED Smart TV akkurat nå er 34 879 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5100212,23/08/2022 09:42:20,Sony,65 Tommer,4K Ultra HD (3840x2160),AMOLED,Ja,Ja,2019,536.6 kr/tomme,"Sony Bravia FWD-65A8GT 65"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,,Ja,,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,,,,,,1 stk,Ja,Ja,,,3 stk,,,Ja,,16:9,"24p, 60p, 50p",164 cm,65 Tommer,,,,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",JPEG/JPG,"MP3, WMA, FLAC, WAV (PCM), AAC",,"Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, AVI, Matroska (MKV), AVCHD, MOV, TS, HEVC/H.265",Flat,Sort,51 mm,834 mm,,1450 mm,290 mm,854 mm,22.5 kg,20.3 kg,Bluetooth,"YouTube, Spotify, Nettleser, Netflix, Viaplay, SVT Play, SF Anytime, Amazon Prime Video",Android,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nei,Ja,Ja,,Ja,"Dolby Vision, HDR10, HLG",,Ja,300x300mm,,,,,,,487 W,0.5 W,Nei,,,,,,
841,NO,TV,"Sony Bravia FWD-65A8/T 65"" 4K Ultra HD (3840x2160) OLED Smart TV",38290.33,NOK,3.0,Rangering 989,,(1),"Den billigste prisen for Sony Bravia FWD-65A8/T 65"" 4K Ultra HD (3840x2160) OLED Smart TV akkurat nå er 34 865 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5402014,23/08/2022 09:42:21,Sony,65 Tommer,4K Ultra HD (3840x2160),OLED,Ja,Ja,2020,536.38 kr/tomme,"Sony Bravia FWD-65A8/T 65"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,,,,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,4 stk,,,,,,1 stk,Ja,,,,3 stk,,,,,16:9,120p,164 cm,65 Tommer,393 cd/m²,,,2160p (4K Ultra HD),JPEG/JPG,"MP3, WMA, FLAC, WAV (PCM), AAC",,"Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, HD WMV9 (VC-1), AVI, Matroska (MKV), AVCHD, MOV, TS, HEVC/H.265",,Sort,52 mm,836 mm,,1448 mm,326 mm,908 mm,23.6 kg,21.8 kg,,SVT Play,Android,Ja,Ja,,,,Ja,,Ja,"Dolby Vision, HDR10, HLG",,Ja,300x300mm,,,,,,,161 W,0.5 W,Nei,,,,,,
842,NO,TV,"LG 65NANO816Q 65"" 4K Ultra HD (3840x2160) LCD",14248.67,NOK,3.0,Rangering 624,,(1),"Den billigste prisen for LG 65NANO816Q 65"" 4K Ultra HD (3840x2160) LCD akkurat nå er 8 990 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=6089406,23/08/2022 09:42:26,LG,65 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,138.31 kr/tomme,"LG 65NANO816Q 65"" 4K Ultra HD (3840x2160) LCD",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,165 cm,65 Tommer,,,NanoCell,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,,,,,,
843,NO,TV,"Toshiba 50U2063DG 50"" 4K Ultra HD (3840x2160) LCD Smart TV",4768.00,NOK,1.0,Rangering 990,,(1),"Den billigste prisen for Toshiba 50U2063DG 50"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 4 768 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5829202,23/08/2022 09:42:28,Toshiba,50 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,,95.36 kr/tomme,"Toshiba 50U2063DG 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,2 stk,,,,,,,Ja,,,,,,,,,,,127 cm,50 Tommer,350 cd/m²,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,Støtte for HbbTV,"YouTube, Netflix",,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
844,NO,TV,"Sony FWD-48A9/T 48"" 4K Ultra HD (3840x2160) OLED Smart TV",18888.50,NOK,6.0,Rangering 991,,(1),"Den billigste prisen for Sony FWD-48A9/T 48"" 4K Ultra HD (3840x2160) OLED Smart TV akkurat nå er 16 082 ,-.   Prisjakt sammenligner priser og tilbud fra 6 butikker. ",https://www.prisjakt.no/product.php?p=5673436,23/08/2022 09:42:29,Sony,48 Tommer,4K Ultra HD (3840x2160),OLED,Ja,Ja,2020,335.04 kr/tomme,"Sony FWD-48A9/T 48"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,,,,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,4 stk,,,,,,,Ja,,,,3 stk,,,,,,120p,,48 Tommer,,,,2160p (4K Ultra HD),,,,,,Sort,,,,,,,,,,SVT Play,Android,Ja,Ja,,,,Ja,,Ja,,,Ja,,,,,,,,,,Nei,,,,,,
845,NO,TV,"Samsung QLED QE75Q77B 75"" 4K Ultra HD (3840x2160) Smart TV",25521.33,NOK,3.0,Rangering 992,,(1),"Den billigste prisen for Samsung QLED QE75Q77B 75"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 23 990 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=6150362,23/08/2022 09:42:33,Samsung,75 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,319.87 kr/tomme,"Samsung QLED QE75Q77B 75"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,,,,"DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,,,,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",,75 Tommer,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,,,,,,,,,,,,Tizen OS,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
846,NO,TV,"LG 24TN520S 24"" HD Ready (1366x768) LCD Smart TV",4393.00,NOK,2.0,Rangering 993,,(1),"Den billigste prisen for LG 24TN520S 24"" HD Ready (1366x768) LCD Smart TV akkurat nå er 4 393 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=5367312,23/08/2022 09:42:38,LG,24 Tommer,1366x768,LCD,,Ja,2020,183.04 kr/tomme,"LG 24TN520S 24"" HD Ready (1366x768) LCD Smart TV",TV,Ja,,Ja,,"DVB-T (digitalt bakkenett-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,2 stk,,,,,,,Ja,,,,,,,,,16:9,,,24 Tommer,200 cd/m²,,LED,"720p, 1080i",,,,,,Sort,,126 mm,,563.1 mm,150.1 mm,367 mm,3.3 kg,3.25 kg,Bluetooth,Nettleser,WebOS,Ja,Ja,,,,Nei,,,,Miracast,Ja,,,,,,,,,0.4 W,,LED (lysdiode),,,,,
847,NO,TV,"LG 43NANO78 43"" 4K Ultra HD (3840x2160) LCD Smart TV",21639770.00,NOK,3.0,Rangering 950,,(1),"Den billigste prisen for LG 43NANO78 43"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 6 330 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=6232121,23/08/2022 09:42:40,LG,43 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,147.21 kr/tomme,"LG 43NANO78 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,108 cm,43 Tommer,,,NanoCell,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,WebOS,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
848,NO,TV,"Hisense 58A6BG 58"" 4K Ultra HD (3840x2160) LCD Smart TV",7164.00,NOK,2.0,Rangering 994,,(1),"Den billigste prisen for Hisense 58A6BG 58"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 7 093 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=5951978,23/08/2022 09:42:42,Hisense,58 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,NO,TV,"LG 50NANO81 (2021) 50"" 4K Ultra HD (3840x2160) LCD Smart TV",9347.75,NOK,4.0,Rangering 995,,(1),"Den billigste prisen for LG 50NANO81 (2021) 50"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 8 990 ,-.   Prisjakt sammenligner priser og tilbud fra 4 butikker. ",https://www.prisjakt.no/product.php?p=5809056,23/08/2022 09:42:46,LG,50 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,179.8 kr/tomme,"LG 50NANO81 (2021) 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV)",,,Ja,3 stk,,,,,,,Ja,,,,2 stk,,,,,,,126 cm,50 Tommer,,,NanoCell,2160p (4K Ultra HD),,,,,,Sort,,635 mm,,1120 mm,264 mm,718 mm,13.8 kg,,"Bluetooth, Støtte for HomeKit, ALLM",Netflix,WebOS,,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,,Ja,"Dolby Vision, HDR10",,Ja,200x200mm,,,104 kWh,,,,63 W,0.5 W,Nei,LED (lysdiode),,,IPS,,
850,NO,TV,"Philips 55PML9507 55"" 4K Ultra HD (3840x2160) LCD Smart TV",15785.33,NOK,3.0,Rangering 997,,(1),"Den billigste prisen for Philips 55PML9507 55"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 14 990 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=6497307,23/08/2022 09:42:48,Philips,55 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,,272.55 kr/tomme,"Philips 55PML9507 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,139 cm,55 Tommer,,,,2160p (4K Ultra HD),,,,AV1,,,,,,,,,,,Omgivelseslys (Ambilight),SVT Play,Android,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
851,NO,TV,"TCL 43P638 43"" 4K Ultra HD (3840x2160) LCD Google TV",5790.00,NOK,1.0,Rangering 998,,(1),"Den billigste prisen for TCL 43P638 43"" 4K Ultra HD (3840x2160) LCD Google TV akkurat nå er 5 790 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6508549,23/08/2022 09:42:49,TCL,43 Tommer,4K Ultra HD (3840x2160),,,,,134.65 kr/tomme,"TCL 43P638 43"" 4K Ultra HD (3840x2160) LCD Google TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,43 Tommer,,,LED,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,,,,,,
852,NO,TV,"Sony Bravia KD-55XF7596 55"" 4K Ultra HD (3840x2160) LCD Smart TV",12886.00,NOK,3.0,Rangering 999,,(1),"Den billigste prisen for Sony Bravia KD-55XF7596 55"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 12 464 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=4703681,23/08/2022 09:42:51,Sony,55 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2018,226.62 kr/tomme,"Sony Bravia KD-55XF7596 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nei,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,2.2,2.0,,Ja,,1 stk,Ja,Ja,2 stk,1 stk,3 stk,Nei,,Ja,Sony MotionFlow XR 400,16:9,"24p, 30p, 60p, 50p",139 cm,55 Tommer,,50 Hz,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",JPEG/JPG,"MP3, WMA, FLAC, WAV (PCM), AAC","Dolby Digital 5.1, DTS 5.1, Dolby Digital Plus","Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, HD WMV9 (VC-1), AVI, Matroska (MKV), AVCHD, MOV, TS, HEVC/H.265, VP9",Flat,"Sort, Sølv",80 mm,721 mm,,1242 mm,356 mm,784 mm,17.4 kg,16.2 kg,"Bilde i bilde (PiP), Bluetooth, Talestyring, Omgivelseslys (Ambilight), Støtte for HbbTV","YouTube, Nettleser, Netflix, Viaplay, SVT Play",Android,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nei,Ja,Ja,,Ja,"HDR10, HLG","Miracast, Google Cast/Chromecast",Ja,"200x200mm, 300x200mm",2.0 (Stereo),,,,,,191 W,0.5 W,Nei,LED (lysdiode),Kantbelyst (Edge),Lokal dimming,IPS,,
853,NO,TV,"Sencor SLE 3227TCS 32""",4492.67,NOK,3.0,Rangering 1000,,(1),"Den billigste prisen for Sencor SLE 3227TCS 32"" akkurat nå er 3 436 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5452852,23/08/2022 09:42:54,Sencor,32 Tommer,,LCD,,,2020,107.38 kr/tomme,"Sencor SLE 3227TCS 32""",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,,,,,,,,,,,,,,,,,,,,,,32 Tommer,,,,"720p, 1080i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED (lysdiode),,,,,
854,NO,TV,"Philips 58HFL6214U 58"" 4K Ultra HD (3840x2160) LCD Smart TV",14575.12,NOK,8.0,Rangering 1001,,(1),"Den billigste prisen for Philips 58HFL6214U 58"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 11 805 ,-.   Prisjakt sammenligner priser og tilbud fra 8 butikker. ",https://www.prisjakt.no/product.php?p=6237519,23/08/2022 09:42:55,Philips,58 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,203.53 kr/tomme,"Philips 58HFL6214U 58"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,DVB-C (digital kabel-TV),,,Ja,,,,,,,,,,,,,,,,,,,,58 Tommer,400 cd/m²,,,2160p (4K Ultra HD),,,,,,Grå,,,,,,,,,,SVT Play,Android,,Ja,,,,Ja,,Ja,,,Ja,,,,,,,,,,Nei,LED (lysdiode),,,,,
855,NO,TV,"Sony Bravia XR-55X90K 55"" 4K Ultra HD (3840x2160) LCD Google TV",18246.75,NOK,8.0,Rangering 737,,(1),"Den billigste prisen for Sony Bravia XR-55X90K 55"" 4K Ultra HD (3840x2160) LCD Google TV akkurat nå er 16 990 ,-.   Prisjakt sammenligner priser og tilbud fra 8 butikker. ",https://www.prisjakt.no/product.php?p=6091094,23/08/2022 09:42:58,Sony,55 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,308.91 kr/tomme,"Sony Bravia XR-55X90K 55"" 4K Ultra HD (3840x2160) LCD Google TV",TV,,,,,,,,Ja,,,,,,,,,,,,,,,,,16:9,,139 cm,,,,,"720p, 1080p (Full HD), 1080i, 2160p (4K Ultra HD)",,,,,,Sort,,,,,,,,,,SVT Play,Android,,,,,,Ja,,Ja,Dolby Vision,,,,,,,,,,,,Nei,LED (lysdiode),,Lokal dimming,,,
856,NO,TV,"Samsung QE55Q70B 55"" 4K Ultra HD (3840x2160) LCD Smart TV",13131.78,NOK,9.0,Rangering 1002,,(1),"Den billigste prisen for Samsung QE55Q70B 55"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 11 888 ,-.   Prisjakt sammenligner priser og tilbud fra 9 butikker. ",https://www.prisjakt.no/product.php?p=6016572,23/08/2022 09:43:01,Samsung,55 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,216.15 kr/tomme,"Samsung QE55Q70B 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",138 cm,55 Tommer,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,Grå,,,,,,,,,,,Tizen OS,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,Quantum dot,,,
857,NO,TV,"TCL 65C725 65"" 4K Ultra HD (3840x2160) LCD Smart TV",12990.00,NOK,1.0,Rangering 1003,,(1),"Den billigste prisen for TCL 65C725 65"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 12 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5754273,23/08/2022 09:43:04,TCL,65 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,199.85 kr/tomme,"TCL 65C725 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,"DVB-T (digitalt bakkenett-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,,,,,,,,,,,,,,,,,,,,,,65 Tommer,330 cd/m²,,LED,2160p (4K Ultra HD),JPEG/JPG,"MP3, WMA",Dolby Atmos,,,Sort,,1000 mm,,,,,19.9 kg,19.6 kg,"Bluetooth, Talestyring",SVT Play,Android,Ja,Ja,"802.11b, 802.11g, 802.11n (Wi-Fi 4)",,,Ja,,Ja,Dolby Vision,,Ja,,,,,,,,210 W,0.5 W,Nei,LED (lysdiode),,,,,
858,NO,TV,"Sony Bravia KD-50X85J 50"" 4K Ultra HD (3840x2160) LCD Google TV",11505.29,NOK,7.0,Rangering 1004,,(1),"Den billigste prisen for Sony Bravia KD-50X85J 50"" 4K Ultra HD (3840x2160) LCD Google TV akkurat nå er 10 487 ,-.   Prisjakt sammenligner priser og tilbud fra 7 butikker. ",https://www.prisjakt.no/product.php?p=5732623,23/08/2022 09:43:06,Sony,50 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,209.74 kr/tomme,"Sony Bravia KD-50X85J 50"" 4K Ultra HD (3840x2160) LCD Google TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,,2.1,"eARC, ARC",,,,Ja,,2 stk,,2 stk,,,Ja,,,"24p, 30p, 60p, 50p, 120p",126 cm,50 Tommer,,50 Hz,LED,"480p, 2160p (4K Ultra HD)",,"MP3, WMA, Ogg Vorbis, FLAC, WAV (PCM), AAC",Dolby Atmos,"Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, AVI, Matroska (MKV), AVCHD, MOV, TS, HEVC/H.265",Flat,Sort,70 mm,649 mm,,1119 mm,286 mm,715 mm,13.3 kg,12.7 kg,"Bluetooth, Talestyring, Synkroniseringsmetode, Støtte for HomeKit, ALLM, Variable Refresh Rate (VRR)",SVT Play,Android,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG",,Ja,"200x200mm, 300x300mm",,,122 kWh,85 kWh,G,,85 W,0.5 W,Nei,LED (lysdiode),Kantbelyst (Edge),,,,
859,NO,TV,"Panasonic TX-40EXW604 40"" 4K Ultra HD (3840x2160) LCD Smart TV",11333.33,NOK,3.0,Rangering 1005,,(1),"Den billigste prisen for Panasonic TX-40EXW604 40"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 10 987 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=4251222,23/08/2022 09:43:09,Panasonic,40 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2017,274.68 kr/tomme,"Panasonic TX-40EXW604 40"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,3 stk,2.2,2.0,,Ja,1 stk,1 stk,Ja,Ja,1 stk,1 stk,2 stk,,,Ja,Panasonic Intelligent Frame C. (IFC/BMR/BLS) 1300,16:9,"24p, 30p, 60p, 50p",100 cm,40 Tommer,,,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,"MP3, WMA, FLAC, WAV (PCM), AAC, Apple Lossless (ALAC)",,"WMV, 3GP/3GPP, AVC/H.264, AVI, Matroska (MKV), TS, FLV, HEVC/H.265",Flat,"Sort, Sølv",65 mm,518 mm,,899 mm,351 mm,573 mm,12 kg,11 kg,Støtte for HbbTV,Nettleser,Firefox/Myhomescreen,Ja,Ja,,Nei,Ja,Ja,,Ja,HLG,,Ja,200x200mm,2.0 (Stereo),,,,,,63 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),,MVA,,
860,NO,TV,"Samsung HG43EE690DB 43"" Full HD (1920x1080) LCD Smart TV",7173.00,NOK,1.0,Rangering 1006,,(1),"Den billigste prisen for Samsung HG43EE690DB 43"" Full HD (1920x1080) LCD Smart TV akkurat nå er 7 173 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=4616173,23/08/2022 09:43:11,Samsung,43 Tommer,Full HD (1920x1080),LCD,Nei,Ja,2017,166.81 kr/tomme,"Samsung HG43EE690DB 43"" Full HD (1920x1080) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Nei,Ja,3 stk,,,,Ja,1 stk,1 stk,Ja,Ja,2 stk,0 stk,2 stk,Ja,,,,16:9,,108 cm,43 Tommer,,,,"720p, 1080p (Full HD), 1080i",,,"Dolby Digital 5.1, DTS 5.1",,Flat,"Sort, Titan",,570.1 mm,,972.9 mm,226.5 mm,622 mm,,,"Bilde i bilde (PiP), Bluetooth, Støtte for HbbTV",,,Ja,Ja,,Nei,Ja,Ja,,Nei,,,Ja,200x200mm,2.0 (Stereo),,,,,,45 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),,,,
